site_name,APoE: 1/25,APoE: 1/50,APoE: 1/100,APoE: 1/250,APoE: 1/500,APoE: 1/1000,APoE: 1/2500
Auckland,6.2,6.2,6.2,6.2,6.3,6.3,6.4
